etf_ticker,etf_name,company,company_ticker,weight_pct,as_of_date,holdings_source
GDX,VanEck Gold Miners ETF,Newmont Corp,NEM,11.11,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Agnico Eagle Mines Ltd,AEM,10.98,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Barrick Mining Corp,B,7.75,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Wheaton Precious Metals Corp,WPM,5.64,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Franco-Nevada Corp,FNV,5.22,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,AngloGold Ashanti Plc,AU,4.83,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Kinross Gold Corp,KGC,4.13,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Gold Fields Ltd,GFI,4.01,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Pan American Silver Corp,PAAS,2.67,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Northern Star Resources Ltd,NST.AX,2.51,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Coeur Mining Inc,CDE,2.18,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Royal Gold Inc,RGLD,2.00,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Alamos Gold Inc,AGI,1.86,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Equinox Gold Corp,EQX,1.86,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Evolution Mining Ltd,EVN.AX,1.54,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Industrias Penoles Sab De Cv,PENOLES.MX,1.44,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Hecla Mining Co,HL,1.31,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Endeavour Mining Plc,EDV.L,1.29,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,First Majestic Silver Corp,AG,1.28,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Iamgold Corp,IAG,1.28,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Zijin Gold International Co Ltd,2259.HK,1.11,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Fresnillo Plc,FRES.L,1.05,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,G Mining Ventures Corp,GMIN,1.04,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Dundee Precious Metals Inc,DPM,0.99,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Lundin Gold Inc,LUG,0.98,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Eldorado Gold Corp,EGO,0.93,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,B2Gold Corp,BTG,0.92,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Cia De Minas Buenaventura Saa,BVN,0.87,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,SSR Mining Inc,SSRM,0.87,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Harmony Gold Mining Co Ltd,HMY,0.87,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,OceanaGold Corp,OGC,0.84,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Discovery Mining Ltd,DSV,0.77,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Amman Mineral Internasional Pt,AMMN.JK,0.76,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Perseus Mining Ltd,PRU.AX,0.69,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Ramelius Resources Ltd,RMS.AX,0.65,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Montage Gold Corp,MAU,0.64,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Or Royalties Inc,OR,0.63,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,K92 Mining Inc,KNT,0.60,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Zhaojin Mining Industry Co Ltd,1818.HK,0.59,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Artemis Gold Inc,ARTG,0.58,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Capricorn Metals Ltd,CMM.AX,0.54,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Aris Mining Corp,ARIS,0.53,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Vault Minerals Ltd,VAU.AX,0.51,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Centerra Gold Inc,CGAU,0.51,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Genesis Minerals Ltd,GMD.AX,0.51,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Aya Gold & Silver Inc,AYA,0.50,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Torex Gold Resources Inc,TXG,0.50,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Wesdome Gold Mines Ltd,WDO,0.50,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Bumi Resources Minerals Tbk Pt,BRMS.JK,0.49,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Aura Minerals Inc,AUGO,0.49,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Greatland Resources Ltd,GGP.AX,0.47,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Skeena Resources Ltd,SKE,0.43,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Fortuna Silver Mines Inc,FSM,0.42,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Regis Resources Ltd,RRL.AX,0.39,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Seabridge Gold Inc,SA,0.37,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Hochschild Mining Plc,HOC.L,0.36,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Westgold Resources Ltd,WGX.AX,0.36,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Endeavour Silver Corp,EXK,0.35,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDX,VanEck Gold Miners ETF,Silvercorp Metals Inc,SVM,0.35,2026-09-24,https://www.vaneck.com/us/en/investments/gold-miners-etf-gdx/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Coeur Mining Inc,CDE,6.83,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Alamos Gold Inc,AGI,6.43,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Equinox Gold Corp,EQX,5.96,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Endeavour Mining Plc,EDV.L,5.61,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Iamgold Corp,IAG,5.13,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Industrias Penoles Sab De Cv,PENOLES.MX,2.63,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Hecla Mining Co,HL,2.40,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,First Majestic Silver Corp,AG,2.35,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,G Mining Ventures Corp,GMIN,1.90,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Dundee Precious Metals Inc,DPM,1.82,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Lundin Gold Inc,LUG,1.79,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Eldorado Gold Corp,EGO,1.70,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,B2Gold Corp,BTG,1.69,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Cia De Minas Buenaventura Saa,BVN,1.59,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Ssr Mining Inc,SSRM,1.59,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Harmony Gold Mining Co Ltd,HMY,1.59,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,OceanaGold Corp,OGC,1.54,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Discovery Mining Ltd,DSV,1.41,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Perseus Mining Ltd,PRU.AX,1.26,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Ramelius Resources Ltd,RMS.AX,1.19,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Montage Gold Corp,MAU,1.18,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Or Royalties Inc,OR,1.15,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,K92 Mining Inc,KNT,1.09,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Zhaojin Mining Industry Co Ltd,1818.HK,1.08,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Artemis Gold Inc,ARTG,1.06,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Capricorn Metals Ltd,CMM.AX,0.99,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Aris Mining Corp,ARIS,0.97,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Vault Minerals Ltd,VAU.AX,0.94,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Centerra Gold Inc,CGAU,0.94,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Genesis Minerals Ltd,GMD.AX,0.93,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Aya Gold & Silver Inc,AYA,0.91,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Torex Gold Resources Inc,TXG,0.91,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Wesdome Gold Mines Ltd,WDO,0.91,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Bumi Resources Minerals Tbk Pt,BRMS.JK,0.90,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Aura Minerals Inc,AUGO,0.89,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Greatland Resources Ltd,GGP.AX,0.86,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Pan African Resources Plc,PAF.L,0.80,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Skeena Resources Ltd,SKE,0.78,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Fortuna Silver Mines Inc,FSM,0.77,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Regis Resources Ltd,RRL.AX,0.72,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Wanguo Gold Group Ltd,3939.HK,0.69,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Seabridge Gold Inc,SA,0.68,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Hochschild Mining Plc,HOC.L,0.67,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Triple Flag Precious Metals Corp,TFPM,0.65,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Westgold Resources Ltd,WGX.AX,0.65,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Endeavour Silver Corp,EXK,0.64,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Silvercorp Metals Inc,SVM,0.64,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Emerald Resources Nl,EMR.AX,0.61,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Southern Cross Gold Consolidated Ltd,SXGC,0.60,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Allied Gold Corp,AAUC,0.57,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Pdi Gold Ltd,PDI.AX,0.55,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Merdeka Gold Resources Tbk Pt,EMAS.JK,0.54,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Perpetua Resources Corp,PPTA,0.54,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Novagold Resources Inc,NG,0.51,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,West African Resources Ltd,WAF.AX,0.44,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Snowline Gold Corp,SGD,0.41,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Alkane Resources Ltd,ALK.AX,0.41,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Ora Banda Mining Ltd,OBM.AX,0.40,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Vizsla Silver Corp,VZLA,0.36,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Americas Gold & Silver Corp,USA,0.36,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,I-80 Gold Corp,IAUX,0.35,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Rio2 Ltd,RIO,0.35,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Gogold Resources Inc,GGD,0.34,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Abrasilver Resource Corp,ABRA,0.34,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Omai Gold Mines Corp,OMG,0.32,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Bellevue Gold Ltd,BGL.AX,0.31,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Benz Mining Corp,BNZ,0.31,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Resolute Mining Ltd,RSG.AX,0.30,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
GDXJ,VanEck Junior Gold Miners ETF,Hemlo Mining Corp,HMMC,0.29,2026-09-24,https://www.vaneck.com/us/en/investments/junior-gold-miners-etf-gdxj/ (official holdings table)
